ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet
generalchairloend01.obj;10.719140000;3.090699000;9.143652000;0.819152200000000;0.000000000000000;0.000000000000000;-0.573576300000000;0.9999999;Default
bowl.obj;3.966998000;3.964460000;1.050135000;0.707106800000000;0.000000000000000;0.000000000000000;-0.707106700000000;0.8547009;Default
bowl.obj;3.966998000;3.964460000;1.130607000;0.707106800000000;0.000000000000000;0.000000000000000;-0.707106700000000;0.8547009;Default
bowl.obj;3.340418000;3.964460000;1.044922000;0.707106800000000;0.000000000000000;0.000000000000000;-0.707106700000000;0.8547009;Default
duskwoodbookshelf02.obj;3.868216000;3.996632000;0.594260300;0.707106800000000;0.000000000000000;0.000000000000000;-0.707106700000000;0.8547009;Default
greenbottle02.obj;4.692381000;3.992753000;2.074361000;0.707106800000000;0.000000000000000;0.000000000000000;-0.707106700000000;1.025641;Default
greenbottle02.obj;2.940990000;4.053679000;2.074361000;0.707106800000000;0.000000000000000;0.000000000000000;-0.707106700000000;1.025641;Default
greenbottle02.obj;4.452197000;4.014007000;2.074361000;0.707106800000000;0.000000000000000;0.000000000000000;-0.707106700000000;0.8547009;Default
stein.obj;4.245604000;4.067270000;1.519274000;0.843391400000000;0.000000000000000;0.000000000000000;0.537299600000000;0.8547009;Default
stein.obj;4.484509000;4.067270000;1.519274000;0.923879600000000;0.000000000000000;0.000000000000000;-0.382683300000000;0.8547009;Default
stein.obj;3.395828000;3.936994000;2.075448000;0.843391400000000;0.000000000000000;0.000000000000000;0.537299600000000;0.8547009;Default
generalchairloend01.obj;-1.763859000;-2.668181000;1.227600000;-0.499999900000000;0.000000000000000;0.000000000000000;-0.866025500000000;0.9999999;Default
generalchairloend01.obj;-0.137382500;0.930744500;1.211527000;0.130526400000000;0.000000000000000;0.000000000000000;-0.991444800000000;0.9999999;Default
generalbookstackshort01.obj;-1.714157000;2.247495000;2.337325000;0.342020100000000;0.000000000000000;0.000000000000000;-0.939692600000000;0.8665105;Default
inntablesmall.obj;-1.458362000;2.027785000;1.230461000;1.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;1;Default
generalbookstackshort01.obj;-5.040505000;-0.111901700;12.029320000;-0.422618300000000;0.000000000000000;0.000000000000000;-0.906307800000000;0.8665106;Default
generalbookstackshort01.obj;-4.813643000;0.685628900;12.020970000;0.342020200000000;0.000000000000000;0.000000000000000;-0.939692600000000;0.7806401;Default
abbeyshelf01.obj;-5.156724000;-0.308111400;7.790594000;0.707106800000000;0.000000000000000;0.000000000000000;-0.707106800000000;0.8333333;Default
generalhanginglantern01.obj;5.200856000;0.312176200;5.324994000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.09132;Default
generalhanginglantern01.obj;5.346287000;2.686115000;11.735810000;0.000000000000000;0.000000000000000;0.000000000000000;-1.000000000000000;1.09132;Default
generalhanginglantern01.obj;5.346287000;-3.351369000;11.735810000;0.000000000000000;0.000000000000000;0.000000000000000;-1.000000000000000;1.09132;Default
generalcandelabra01.obj;-4.826286000;-1.241055000;12.037590000;0.996194700000000;0.000000000000000;0.000000000000000;0.087155740000000;1;Default
generalbearskinrug01.obj;7.385484000;0.446853300;0.582968000;0.995886400000000;0.000000000000000;0.000000000000000;0.090610400000000;0.9198998;Default
bookmedium03.obj;-4.953943000;1.538374000;4.523396000;0.655309700000000;-0.265648400000000;-0.655309900000000;-0.265648300000000;0.8115566;Default
bookmedium03.obj;-5.275898000;-1.619929000;4.523396000;0.338439600000000;0.620853200000000;-0.338439700000000;0.620853100000000;0.8115565;Default
mug01.obj;-5.165337000;-2.391336000;4.438525000;1.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;1;Default
mug02.obj;-0.883381300;2.525361000;2.368414000;-0.352737300000000;0.000000000000000;0.000000000000000;-0.935722400000000;1;Default
drapery01.obj;-4.905525000;-0.563686000;9.741112000;1.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;1.35;Default
drapery01.obj;16.121550000;0.010236260;9.907531000;-0.000000162920700;0.000000000000000;0.000000000000000;-1.000000000000000;1.35;Default
